dataset,base_method,feature_transform,label_graph_setting,graph_seed,training_seed,shape_safe_pass,feature_dims_before_by_type,feature_dims_after_by_type,official_hgb_exported,official_sehgnn_unmodified_or_adapter_name,training_executed,success,failure_type,failure_reason,test_micro_f1,test_macro_f1,recovery_vs_base_micro,recovery_vs_full_micro,interpretation_tag,source_gate
DBLP,full/export-full,zero-term-preserve-dim,default,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,gate21_13_or_gate21_6_imported
DBLP,full/export-full,zero-term-preserve-dim,default,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,gate21_13_or_gate21_6_imported
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_label_hops_0,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_label_hops_0,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_label_hops_0,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_label_hops_0,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_label_hops_0,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,feature_only_mlp_adapter,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,feature_only_mlp_adapter,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,feature_only_mlp_adapter,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,feature_only_mlp_adapter,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,feature_only_mlp_adapter,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats+zero-all-support-preserve-dim,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats+zero-all-support-preserve-dim,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats+zero-all-support-preserve-dim,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats+zero-all-support-preserve-dim,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,no_label_feats+zero-all-support-preserve-dim,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-term-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,default,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,gate21_13_or_gate21_6_imported
DBLP,full/export-full,zero-venue-preserve-dim,default,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,gate21_13_or_gate21_6_imported
DBLP,full/export-full,zero-venue-preserve-dim,default,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,gate21_13_or_gate21_6_imported
DBLP,full/export-full,zero-venue-preserve-dim,default,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,gate21_13_or_gate21_6_imported
DBLP,full/export-full,zero-venue-preserve-dim,default,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,gate21_13_or_gate21_6_imported
DBLP,full/export-full,zero-venue-preserve-dim,no_label_feats,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,no_label_feats,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,no_label_feats,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,no_label_feats,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,no_label_feats,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,num_feature_hops_0,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,num_feature_hops_0,deterministic,2,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,num_feature_hops_0,deterministic,3,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,num_feature_hops_0,deterministic,4,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,num_feature_hops_0,deterministic,5,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
DBLP,full/export-full,zero-venue-preserve-dim,num_label_hops_0,deterministic,1,True,"{""A"":334,""P"":4231,""T"":50,""V"":0}","{""A"":334,""P"":4231,""T"":50,""V"":0}",False,SeHGNN-ablation-adapter-required-or-not-run,False,False,feature_ablation_task_not_executed,This required Gate21.14 feature-ablation cell has no local real task metric yet.,NaN,NaN,NaN,NaN,,
